initial,t,line,type,D,hittlimit
50,[0.1],[50],static,0.3,false
51,[0.1],[51],dynamic,0.3,false
51,[0.1],[51],static,0.3,false
52,[0.1],[52],dynamic,0.3,false
52,[0.1],[52],static,0.3,false
53,[0.1],[53],dynamic,0.3,false
53,[0.1],[53],static,0.3,false
54,[0.1],[54],dynamic,0.3,false
54,[0.1],[54],static,0.3,false
55,[0.1],[55],dynamic,0.3,false
55,[0.1],[55],static,0.3,false
56,[0.1],[56],dynamic,0.3,false
56,[0.1],[56],static,0.3,false
57,[0.1],[57],dynamic,0.3,false
57,[0.1],[57],static,0.3,false
58,[0.1],[58],dynamic,0.3,false
58,[0.1],[58],static,0.3,false
59,[0.1],[59],dynamic,0.3,false
59,[0.1],[59],static,0.3,false
60,[0.1],[60],dynamic,0.3,false
60,[0.1],[60],static,0.3,false
61,[0.1],[61],dynamic,0.3,false
61,[0.1],[61],static,0.3,false
62,[0.1],[62],dynamic,0.3,false
62,[0.1],[62],static,0.3,false
63,[0.1],[63],dynamic,0.3,false
63,[0.1],[63],static,0.3,false
64,[0.1],[64],dynamic,0.3,false
64,[0.1],[64],static,0.3,false
65,[0.1],[65],dynamic,0.3,false
65,[0.1],[65],static,0.3,false
66,[0.1],[66],dynamic,0.3,false
66,[0.1],[66],static,0.3,false
67,[0.1],[67],dynamic,0.3,false
67,[0.1],[67],static,0.3,false
68,[0.1],[68],dynamic,0.3,false
68,[0.1],[68],static,0.3,false
69,[0.1],[69],dynamic,0.3,false
69,[0.1],[69],static,0.3,false
70,[0.1],[70],dynamic,0.3,false
70,[0.1],[70],static,0.3,false
71,[0.1],[71],dynamic,0.3,false
71,[0.1],[71],static,0.3,false
72,[0.1],[72],dynamic,0.3,false
72,[0.1],[72],static,0.3,false
73,[0.1],[73],dynamic,0.3,false
73,[0.1],[73],static,0.3,false
74,[0.1],[74],dynamic,0.3,false
74,[0.1],[74],static,0.3,false
75,[0.1],[75],dynamic,0.3,false
75,[0.1],[75],static,0.3,false
76,[0.1],[76],dynamic,0.3,false
76,[0.1],[76],static,0.3,false
77,[0.1],[77],dynamic,0.3,false
77,[0.1],[77],static,0.3,false
78,[0.1],[78],dynamic,0.3,false
78,[0.1],[78],static,0.3,false
79,[0.1],[79],dynamic,0.3,false
79,[0.1],[79],static,0.3,false
80,[0.1],[80],dynamic,0.3,false
80,[0.1],[80],static,0.3,false
81,[0.1],[81],dynamic,0.3,false
81,[0.1],[81],static,0.3,false
82,[0.1],[82],dynamic,0.3,false
82,[0.1],[82],static,0.3,false
83,[0.1],[83],dynamic,0.3,false
83,[0.1],[83],static,0.3,false
84,[0.1],[84],dynamic,0.3,false
84,[0.1],[84],static,0.3,false
85,[0.1],[85],dynamic,0.3,false
85,[0.1],[85],static,0.3,false
86,[0.1],[86],dynamic,0.3,false
86,[0.1],[86],static,0.3,false
87,[0.1],[87],dynamic,0.3,false
87,[0.1],[87],static,0.3,false
88,[0.1],[88],dynamic,0.3,false
88,[0.1],[88],static,0.3,false
89,[0.1],[89],dynamic,0.3,false
89,[0.1],[89],static,0.3,false
90,[0.1],[90],dynamic,0.3,false
90,[0.1],[90],static,0.3,false
91,[0.1],[91],dynamic,0.3,false
91,[0.1],[91],static,0.3,false
92,[0.1],[92],dynamic,0.3,false
92,[0.1],[92],static,0.3,false
93,[0.1],[93],dynamic,0.3,false
93,[0.1],[93],static,0.3,false
94,[0.1],[94],dynamic,0.3,false
94,[0.1],[94],static,0.3,false
95,[0.1],[95],dynamic,0.3,false
95,[0.1],[95],static,0.3,false
96,[0.1],[96],dynamic,0.3,false
96,[0.1],[96],static,0.3,false
97,[0.1],[97],dynamic,0.3,false
97,[0.1],[97],static,0.3,false
98,"[0.1, 0.1576946658270882, 0.4674294468489479, 0.5566741178936334, 0.6296495035603188]","[98, 100, 11, 73, 12]",dynamic,0.3,false
98,"[0.1, 4.154946591865678, 10.747642425544155, 10.747642425544155, 10.747642425544155, 10.747642425544155, 10.747642425544155, 27.852707926681678]","[98, 100, 11, 37, 71, 73, 106, 12]",static,0.3,false
99,[0.1],[99],dynamic,0.3,false
99,[0.1],[99],static,0.3,false
100,"[0.1, 0.20387605913853538, 0.5103778487025135, 0.59560747151418, 0.6698389455719325]","[100, 98, 11, 73, 12]",dynamic,0.3,false
100,"[0.1, 3.27663931824834, 10.393528794745999, 10.393528794745999, 10.393528794745999, 10.393528794745999, 10.393528794745999, 27.282778198723186]","[100, 98, 11, 37, 71, 73, 106, 12]",static,0.3,false
101,[0.1],[101],dynamic,0.3,false
101,[0.1],[101],static,0.3,false
102,[0.1],[102],dynamic,0.3,false
102,[0.1],[102],static,0.3,false
103,[0.1],[103],dynamic,0.3,false
103,[0.1],[103],static,0.3,false
104,[0.1],[104],dynamic,0.3,false
104,[0.1],[104],static,0.3,false
105,[0.1],[105],dynamic,0.3,false
105,[0.1],[105],static,0.3,false
106,[0.1],[106],dynamic,0.3,false
106,[0.1],[106],static,0.3,false
107,[0.1],[107],dynamic,0.3,false
107,[0.1],[107],static,0.3,false
108,[0.1],[108],dynamic,0.3,false
108,[0.1],[108],static,0.3,false
